id,bio,clip,dev2020,dev2040,dev2060,devCur,land,priority,slr1,slr2,slr3,water,lu10,lu20,lu30,lu60,lu70,lu80,lu85,lu90,AIBM,ASMS,CHBM,GBAT,GSHP,KDEER,LKMR,PANT,SABM,SAVOL,SIRAT,BCFS,BEAR,CROC,LOUSP,MACSP,NEWT,PLOVR,SCRJY,SESAL,SNKIT,SSKNK,STHA,SRRAT,FLOMO,GSMS,OWL,PBTF,SCTSP,STKI,WCPI,COHA,MACU,SEBM
031002030103,2,1,2,4,4,2,0,1,0,0,0,0,844,1040,49,0,5067,826,13,1166,0,0,0,0,0,0,0,0,0,0,0,0,2380,0,0,0,0,0,77,0,0,0,1820,0,37,0,1104,0,0,0,0,3612,0,0
031002030104,2,2,1,4,4,1,0,1,0,0,0,2,2085,1319,15,0,4679,728,21,1231,0,0,0,0,100,0,0,0,0,0,0,0,3742,0,0,0,0,0,729,0,0,0,1286,0,382,0,670,0,0,665,0,3927,0,0
031002030105,2,2,3,4,4,3,0,1,0,0,1,3,1549,935,1001,0,1466,641,7,1238,0,0,0,0,0,0,0,0,0,0,0,0,2573,0,0,0,0,0,133,0,0,0,865,0,73,0,77,0,0,1,0,2816,0,0
031002030201,1,2,4,4,4,3,0,1,1,1,2,4,1080,1362,442,2,1093,443,4,3033,0,0,0,0,0,0,0,0,0,0,0,0,2543,0,0,0,0,0,148,0,0,0,52,0,52,0,0,0,0,407,0,2071,36,0
031002030202,0,2,3,4,4,2,0,1,0,1,1,4,670,1032,42,0,2913,498,0,587,0,0,0,0,0,0,0,0,0,0,0,0,1839,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,39,0,2166,3,0
031002030203,0,2,4,4,4,3,0,1,2,3,3,3,380,464,311,255,1084,397,11,2224,0,0,0,0,0,0,0,0,0,0,0,0,337,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,572,102,0
031002040101,1,0,4,4,4,4,0,0,0,0,0,0,297,969,288,0,525,231,0,4742,0,0,0,0,11,0,0,0,0,0,0,0,1617,0,0,0,0,0,49,0,0,0,869,0,22,0,38,0,0,1273,0,2075,0,0
031002040102,0,0,4,4,4,3,0,0,0,0,0,0,1273,1170,213,0,2410,472,8,4350,0,0,0,0,66,0,0,0,0,0,0,0,2983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1448,0,2882,0,0
031002040103,0,0,2,3,3,2,0,0,0,0,0,0,317,611,313,0,104,639,0,3154,0,0,0,0,0,0,0,0,0,0,0,0,725,0,0,0,0,0,72,0,0,0,0,0,43,0,12,0,0,20,0,152,0,0
031002040104,0,0,2,3,3,2,0,0,0,0,0,1,1349,1893,189,0,1469,529,0,9318,0,0,0,0,0,0,0,0,0,0,0,0,4314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1058,0,3909,0,0
031002040201,0,0,1,1,2,1,0,0,0,0,0,0,77,328,23,0,13,1,0,9757,0,0,0,0,0,0,0,0,0,0,0,0,487,0,0,0,0,0,0,0,171,0,0,0,0,0,0,0,0,0,0,297,0,0
031002040202,0,0,1,2,2,1,0,0,0,0,0,0,56,17,0,0,26,68,14,5797,0,0,0,0,0,0,0,0,0,0,0,0,1163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0
031002040203,0,0,3,3,4,3,0,0,0,0,0,2,387,1168,24,0,704,141,328,4133,0,0,0,0,0,0,0,0,0,0,0,0,3328,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,332,0,1951,0,0
031002040204,2,1,2,3,4,2,0,1,0,0,0,2,391,1049,108,0,2173,153,0,1860,0,0,0,0,0,0,0,0,0,0,0,0,2702,0,0,0,0,0,30,0,0,0,200,0,0,0,0,0,0,0,0,2354,0,0
031002040205,2,1,3,3,3,2,0,1,0,0,0,2,1018,1212,54,0,2654,229,0,1922,0,0,0,0,0,0,0,0,0,0,0,0,2878,0,0,0,0,0,0,0,0,0,598,0,0,0,0,0,0,637,0,2752,0,0
031002040301,1,0,4,4,4,4,0,0,0,0,0,1,1226,1182,102,0,1111,60,16,3864,0,0,0,0,0,0,0,0,0,0,0,0,3051,0,0,0,0,0,0,0,0,0,651,0,229,0,0,0,0,1490,0,3632,0,0
031002040302,0,0,3,4,4,2,0,0,0,0,0,0,488,467,371,0,2301,577,15,1729,0,0,0,0,0,0,0,0,0,0,0,0,1672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,424,0,1261,0,0
031002040303,0,0,4,4,4,3,0,0,0,0,0,0,739,545,61,0,1413,530,0,1819,0,0,0,0,0,0,0,0,0,0,0,0,2054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,625,0,1932,0,0
031002040304,3,3,3,3,4,3,0,1,0,0,0,0,1611,878,472,0,985,680,0,675,0,0,0,0,0,0,0,0,0,0,0,0,2724,0,0,0,0,0,94,0,0,0,3209,0,265,0,0,0,0,2,0,2396,0,0
031002040305,0,0,4,4,4,4,0,0,1,1,2,0,563,713,437,47,195,44,23,5109,0,0,0,0,0,0,0,0,0,0,0,0,910,0,0,0,0,0,52,0,0,0,692,0,38,0,393,0,0,303,0,1356,40,0
031002040306,3,2,4,4,4,4,0,1,0,0,0,0,1392,686,101,0,1028,465,83,1706,0,0,0,0,0,0,0,0,0,0,0,0,2285,0,0,0,0,0,416,0,0,0,2490,0,270,0,603,0,0,0,0,2570,0,0
031002050101,2,1,3,4,4,3,0,1,0,0,0,1,1042,1230,55,0,970,85,0,1791,0,0,0,0,0,0,0,0,0,0,0,0,2707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1355,0,2330,0,0
031002050102,3,2,3,3,3,2,0,2,0,0,0,3,3563,4215,26,0,2671,529,123,3170,0,0,0,0,0,0,0,0,0,0,0,0,8610,0,0,0,0,0,0,0,0,0,0,0,0,0,498,0,0,3941,0,5382,0,0
031002050103,0,0,4,4,4,3,0,0,0,0,0,0,370,555,120,0,1614,272,245,1796,0,0,0,0,0,0,0,0,0,0,0,0,1292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,876,0,863,0,0
031002050104,1,1,3,4,4,3,0,1,0,0,0,1,1062,2066,87,0,1759,530,657,4203,0,0,0,0,73,0,0,0,0,0,0,0,4021,0,0,0,0,0,4,0,0,0,1616,0,0,0,1738,0,0,1833,0,2834,0,0
031002050105,3,3,3,4,4,2,0,2,0,0,0,2,686,947,153,0,1940,77,148,1468,0,0,0,0,2,0,0,0,0,0,0,0,1359,0,0,0,0,0,0,0,0,0,3082,0,0,0,2766,0,0,691,0,334,0,0
031002050201,0,0,4,4,4,4,0,0,0,0,0,0,640,732,260,0,1815,131,4,4842,0,0,0,0,0,0,0,0,0,0,0,0,1805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1281,0,1569,0,0
031002050202,1,1,4,4,4,4,0,0,0,0,0,1,530,1977,83,0,3035,137,2,3553,0,0,0,0,0,0,0,0,0,0,0,0,3191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1791,0,3781,0,0
031002050203,2,1,4,4,4,4,0,1,0,0,0,0,1430,2770,100,0,3524,251,715,2726,0,0,0,0,0,0,0,0,0,0,0,0,5314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2570,0,3988,0,0
031002050301,2,2,3,3,4,2,0,1,0,0,0,4,1602,4866,249,0,3176,296,277,4019,0,0,0,0,63,0,0,0,0,0,0,0,7091,0,0,0,0,0,0,0,0,0,6270,0,0,0,1447,0,0,3041,0,3731,0,0
031002050302,0,0,4,4,4,4,0,0,0,0,0,0,201,994,123,0,830,62,6,3181,0,0,0,0,0,0,0,0,0,0,0,0,1122,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,871,0,1816,0,0
031002050303,0,0,4,4,4,4,0,0,0,0,0,0,501,614,268,0,1412,148,42,5047,0,0,0,0,0,0,0,0,0,0,0,0,1536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1498,0,1391,0,0
031002050304,0,0,4,4,4,3,0,0,0,0,0,2,210,610,406,0,1420,283,5,2142,0,0,0,0,0,0,0,0,0,0,0,0,1202,0,0,0,0,0,0,0,0,0,216,0,0,0,0,0,0,765,0,1016,0,0
031002050401,0,0,3,4,4,2,0,0,0,0,0,0,781,1464,220,0,4806,594,263,1823,0,0,0,0,0,0,0,0,0,0,0,0,2690,0,0,0,0,0,0,0,0,0,81,0,0,0,1711,0,0,1523,0,2732,0,0
031002050402,2,1,2,3,4,1,0,1,0,0,0,1,901,2032,21,0,2146,108,50,424,0,0,0,0,0,0,0,0,0,0,0,0,1734,0,0,0,6,0,22,0,0,0,1231,0,23,0,1,0,0,697,0,1334,0,0
031002050403,2,2,3,3,4,3,0,1,0,0,0,2,1698,4738,295,0,2297,508,348,4016,0,0,0,0,0,0,0,0,0,0,0,0,7542,0,0,0,225,0,0,0,0,0,5160,0,3,0,120,0,0,3537,0,6724,0,0
031002050404,2,1,4,4,4,4,0,1,0,0,0,1,793,4669,970,0,443,292,248,6744,0,0,0,0,0,0,0,0,0,0,0,0,6137,0,0,0,60,0,0,0,0,0,4123,0,0,0,9,0,0,3832,0,5152,0,0
031002050501,3,2,4,4,4,3,0,1,0,0,0,3,1322,2514,186,0,323,156,8,3280,0,0,0,0,0,0,0,0,0,0,0,0,3628,0,0,0,0,0,0,0,0,0,3045,0,17,0,0,0,0,2035,0,3508,0,0
031002050502,2,1,4,4,4,3,0,0,0,0,0,1,1490,2228,391,0,447,67,32,3915,0,0,0,0,0,0,0,0,0,0,0,0,3463,0,0,0,0,0,0,0,0,0,2529,0,0,0,1506,0,0,1978,0,1884,0,0
031002050503,0,0,4,4,4,4,0,0,0,1,1,0,220,330,439,2,39,9,6,11447,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,0,248,0,0
031002060101,2,1,4,4,4,4,0,1,1,1,1,1,1317,2649,885,0,1202,311,115,3899,0,0,0,0,0,0,0,0,0,0,0,0,4308,0,0,0,0,0,0,0,0,0,2975,0,0,0,0,0,0,4200,0,882,0,0
031002060102,0,1,4,4,4,4,0,1,2,2,3,2,100,646,1206,1,9,7,0,3460,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1083,0,145,0,0
031002060103,1,1,4,4,4,4,0,0,2,3,3,2,1137,2069,581,214,292,292,6,4150,0,0,0,0,0,0,0,0,0,0,0,0,1795,0,0,0,0,0,0,0,0,0,514,0,0,0,0,0,0,3163,0,722,0,0
031002060201,0,0,4,4,4,4,0,0,1,1,2,1,300,2674,1265,49,295,285,95,9059,0,0,0,0,0,0,0,0,0,0,0,0,723,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3710,0,16,88,0
031002060202,0,0,4,4,4,4,0,0,0,1,1,0,80,581,590,0,30,39,7,4278,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,839,0,0,0,0
031002060203,0,0,4,4,4,4,0,0,2,3,3,0,103,221,70,58,0,25,0,5087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,121,0
031002060301,0,0,4,4,4,4,0,0,3,3,4,1,230,747,84,455,0,2,0,8455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,379,0
031002060302,0,0,4,4,4,4,0,0,1,1,1,0,364,850,560,1,320,184,40,7983,0,0,0,0,0,0,0,0,0,0,0,0,990,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,634,0,1404,19,0
031002060303,0,0,4,4,4,4,0,0,2,2,3,0,716,732,498,32,264,210,2,8277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,440,0,843,63,0
031002060401,1,1,4,4,4,3,0,0,1,1,1,1,1476,934,354,6,2901,495,2,4256,0,0,0,0,0,0,0,0,0,0,0,0,2694,0,0,0,0,0,211,0,0,0,1480,0,66,0,513,0,0,0,0,3502,35,0
031002060402,1,1,4,4,4,3,0,0,3,3,4,2,684,1300,329,589,1274,176,2,3410,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,56,0,0,0,0,0,19,0,0,0,0,0,0,357,512,0
031002060501,0,0,4,4,4,2,0,0,1,1,1,2,416,764,251,25,1349,334,3,1632,0,0,0,0,0,0,0,0,0,0,0,0,733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,0,964,108,0
031002060502,1,3,3,4,4,3,0,1,3,3,4,4,652,2806,324,2669,1369,633,18,2933,0,0,0,0,0,0,0,0,0,0,0,0,1049,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,271,1269,0
031002060601,0,0,4,4,4,4,0,0,1,1,2,1,126,349,195,247,13,16,0,6572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,128,0
031002060602,0,1,4,4,4,4,0,0,3,4,4,2,72,851,300,279,4,5,0,4105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,575,0
031002060603,0,1,4,4,4,4,0,0,3,4,4,2,91,747,182,738,0,24,0,5184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,471,0
031002060604,0,0,4,4,4,4,0,0,2,3,3,2,121,42,245,459,0,0,0,4532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
031002060700,0,2,1,1,1,1,0,0,1,1,1,4,248,894,7,83184,0,33,0,1452,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,21,0,28,87,0
031002070101,2,2,3,4,4,3,2,1,2,3,3,2,2290,2023,86,501,1109,435,1445,4227,0,0,0,0,0,0,0,0,0,0,0,0,3972,0,0,0,710,0,12,0,0,0,577,0,1675,0,0,0,727,3197,0,1910,0,0
031002070102,2,2,4,4,4,3,2,1,2,2,3,2,4836,2986,84,635,831,629,308,7419,0,0,0,0,0,0,0,0,0,0,0,0,3564,0,0,0,2587,0,239,0,0,0,1889,0,4893,0,0,0,113,3051,0,2965,0,0
031002070103,2,4,1,1,2,1,3,2,4,4,4,4,541,7828,45,4420,0,14,0,593,0,0,0,0,0,0,0,0,0,0,0,0,2512,0,0,0,160,0,0,0,0,0,2550,0,49,0,0,0,4212,1853,0,1186,0,0
031002070104,3,2,3,4,4,3,2,2,2,3,3,2,4130,2976,34,461,594,659,256,5312,0,0,0,0,0,0,0,0,0,0,0,0,2909,0,0,0,1463,0,33,0,0,0,2285,0,4545,0,0,0,951,2283,0,2284,0,0
031002070201,3,3,3,3,3,2,2,2,2,3,3,3,5239,4164,23,1460,615,258,406,3689,0,0,0,0,0,0,0,0,0,0,0,0,2972,0,0,0,1718,0,0,0,0,0,3229,0,5356,0,307,0,1077,1340,0,1949,0,0
031002070202,3,2,2,3,3,1,1,2,0,0,0,0,4028,125,13,0,1565,170,225,1168,0,0,0,0,0,0,0,0,0,0,0,0,4521,0,0,0,695,0,0,0,0,0,0,0,2087,0,0,0,0,2717,0,4392,0,0
031002070203,3,2,3,3,3,2,0,2,0,0,1,0,4157,32,3,0,804,159,518,2010,0,0,0,0,0,0,0,0,0,0,0,0,1688,0,0,0,1284,0,0,0,0,0,0,0,4294,0,0,0,0,574,0,699,0,0
031002070204,3,3,2,3,3,2,3,2,2,3,3,3,5088,5049,98,342,1062,228,741,3458,0,0,0,0,0,0,0,0,0,0,0,0,6998,0,0,0,2402,0,0,0,0,0,4339,0,3649,0,0,0,983,2895,0,3898,0,0
031002070205,4,4,2,3,3,2,3,3,3,4,4,4,3996,8632,24,1132,126,123,134,1764,0,0,0,0,0,0,0,0,0,0,0,0,8493,0,0,0,2149,0,1,0,0,0,4993,0,2926,0,0,0,1492,2048,0,2885,0,0
031002070301,0,0,3,4,4,3,0,0,0,0,0,0,1329,191,56,0,611,226,60,1872,0,0,0,0,0,0,0,0,0,0,0,0,2478,0,0,0,459,0,0,0,0,0,0,0,140,0,0,0,0,2282,0,2792,0,0
031002070302,1,0,4,4,4,3,1,0,0,0,0,0,2159,1071,4,0,335,683,104,5654,0,0,0,0,0,0,0,0,0,0,0,0,1934,0,0,0,786,0,13,0,0,0,0,0,2632,0,0,0,0,1571,0,1887,0,0
031002070303,3,2,4,4,4,3,2,1,1,2,2,2,2494,2529,147,57,31,150,49,4424,0,0,0,0,0,0,0,0,0,0,0,0,2785,0,0,0,2269,0,309,0,0,0,1443,0,2415,0,0,0,360,1341,0,1795,0,0
031002070304,3,3,2,3,3,2,3,2,3,4,4,4,695,2272,43,318,6,180,25,1407,0,0,0,0,0,0,0,0,0,0,0,0,1888,0,0,0,134,0,4,0,0,0,1740,0,97,0,0,0,719,937,0,1765,0,0
031002070305,1,0,4,4,4,4,1,0,1,1,1,0,622,1173,121,59,150,223,60,9015,0,0,0,0,0,0,0,0,0,0,0,0,552,0,0,0,1255,0,58,0,0,0,524,0,2802,0,0,0,98,490,0,589,0,0
031002070306,2,1,4,4,4,4,2,1,2,2,3,1,1762,1389,37,436,285,622,238,6195,0,0,0,0,0,0,0,0,0,0,0,0,378,0,0,0,3017,0,65,0,0,0,349,0,3698,0,0,0,666,855,0,467,0,0
031002070307,2,1,4,4,4,4,0,1,1,1,2,1,1388,3704,379,206,149,161,203,7538,0,0,0,0,0,0,0,0,0,0,0,0,4123,0,0,0,2985,0,42,0,0,0,1592,0,1469,0,0,0,577,2895,0,3293,0,0
031002070401,1,0,3,3,4,2,0,0,0,0,0,0,3550,1141,319,0,5290,459,1234,2894,0,0,0,0,0,0,0,0,0,0,0,0,7067,0,0,0,1266,0,0,0,0,0,0,0,353,0,0,0,0,5707,0,7364,0,0
031002070402,0,0,4,4,4,3,0,0,0,0,0,0,937,439,32,0,1653,260,223,3824,0,0,0,0,0,0,0,0,0,0,0,0,1552,0,0,0,220,0,9,0,0,0,0,0,1561,0,0,0,0,990,0,438,0,0
031002070403,3,2,2,3,3,1,0,2,0,0,0,2,2125,1599,80,0,1956,404,1619,614,0,0,0,0,0,0,0,0,0,0,0,0,5234,0,0,0,407,0,91,0,0,0,1565,0,764,0,0,0,0,2705,0,1344,0,0
031002070404,2,1,3,3,4,3,0,1,1,1,1,2,3009,4433,355,175,1082,747,702,4786,0,0,0,0,0,0,0,0,0,0,0,0,7652,0,0,0,2373,0,113,0,0,0,1750,0,247,0,0,0,78,5071,0,4200,0,0
031002070501,2,1,2,3,4,2,0,1,0,0,0,2,2832,4817,698,0,3458,594,912,3893,0,0,0,0,0,0,0,0,0,0,0,0,9267,0,0,0,1619,0,46,0,0,0,2410,0,38,0,0,0,0,6391,0,2742,0,0
031002070502,1,1,4,4,4,4,0,0,2,2,3,2,746,2649,691,255,1123,198,200,7223,0,0,0,0,0,0,0,0,0,0,0,0,1426,0,0,0,56,0,40,0,0,0,744,0,3,0,0,0,232,3017,0,1099,0,0
031002070503,0,0,4,4,4,4,0,0,2,2,3,1,395,597,573,316,5,25,0,10101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1113,0,184,118,0
031002070504,0,1,4,4,4,3,0,0,2,2,2,3,436,295,142,2989,12,3,0,6079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,55,239,0
031002070505,0,0,4,4,4,4,0,0,1,2,3,1,144,260,291,817,8,12,0,11434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0
031002070506,0,1,4,4,4,3,0,0,2,3,3,3,72,50,40,2552,0,0,0,4340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
031002080101,3,2,2,2,3,2,0,3,0,0,0,3,1262,8400,1223,0,3442,477,91,1907,0,0,0,0,0,0,0,839,0,0,0,0,8151,0,0,0,0,0,0,0,7696,64,1385,0,0,0,15,0,0,3207,0,991,0,0
031002080102,4,3,1,1,2,1,0,4,0,0,0,3,1527,6500,131,0,4304,508,79,597,0,0,0,0,0,0,0,0,0,0,0,0,9009,0,0,0,0,0,0,0,2128,0,8228,0,2,0,0,0,0,5039,0,6654,0,0
031002080103,3,3,1,1,2,1,0,4,0,0,0,4,2159,5336,27,0,2218,441,19,922,0,0,0,0,0,0,0,0,0,0,0,0,8195,0,0,0,0,0,0,0,1509,0,4011,0,0,0,0,0,0,4647,0,4734,0,0
031002080104,4,3,2,3,3,2,0,3,0,0,0,3,2102,5827,348,0,6824,270,77,2831,0,0,0,0,0,0,0,0,0,0,0,0,8782,0,0,0,0,0,0,0,1873,40,11076,0,0,0,99,0,0,4745,0,3146,0,0
031002080201,2,1,3,3,4,3,0,2,0,0,0,2,886,2417,182,0,1844,388,77,5538,0,0,0,0,0,0,0,0,0,0,0,0,4499,0,0,0,0,0,1,0,575,2,742,0,13,0,117,0,0,2374,0,1940,0,0
031002080202,4,4,1,1,1,1,0,4,0,0,0,4,2613,3557,25,0,2141,375,325,406,0,0,0,0,0,0,0,0,0,0,0,0,6343,0,0,0,0,0,0,0,305,0,2123,0,0,0,0,0,0,3655,0,2799,0,0
031002080203,4,4,1,1,1,1,0,4,0,0,0,4,2538,5078,11,0,2528,105,94,279,0,0,0,0,0,0,0,0,0,0,0,0,7923,0,0,0,0,0,0,0,315,0,3819,0,0,0,0,0,0,4689,0,4519,0,0
031002080204,4,3,2,2,2,1,0,3,0,0,0,4,3883,4762,127,0,2014,384,770,1243,0,0,0,0,0,0,0,0,0,0,0,0,9022,0,0,0,7,0,206,0,0,0,0,0,45,0,1,0,0,4714,0,5721,0,0
031002080205,0,0,4,4,4,3,0,0,0,0,0,0,284,1060,161,0,2284,214,216,2470,0,0,0,0,0,0,0,0,0,0,0,0,1476,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1010,0,1531,0,0
031002080206,2,1,3,4,4,2,0,1,0,0,0,2,1584,2308,105,0,3097,324,818,2333,0,0,0,0,0,0,0,0,0,0,0,0,4987,0,0,0,31,0,22,0,0,0,0,0,5,0,1374,0,0,2936,0,5233,0,0
031002080301,4,4,0,0,0,0,0,4,0,0,0,4,2605,3890,1,0,57,54,1141,327,0,0,0,0,0,0,0,0,0,0,0,0,7900,0,0,0,6,0,0,0,14,0,0,0,0,0,0,0,0,6321,0,2588,0,0
031002080302,4,4,0,0,0,0,0,4,0,0,0,4,5019,6906,6,0,35,215,385,256,0,0,0,0,0,0,0,0,0,0,0,0,12040,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7775,0,5885,0,0
031002080303,3,2,3,3,3,2,0,2,0,0,0,3,2088,1796,71,0,1732,119,780,1782,0,0,0,0,0,0,0,0,0,0,0,0,4608,0,0,0,108,0,0,0,0,0,0,0,158,0,1082,0,0,3222,0,4344,0,0
031002080304,1,1,3,3,4,2,0,1,0,0,0,1,4752,1387,183,0,4427,741,1481,3995,0,0,0,0,0,0,0,0,0,0,0,0,6564,0,0,0,1699,0,41,0,0,0,0,0,1890,0,1751,0,0,4904,0,8074,0,0
031002080401,2,2,2,2,3,2,0,4,0,0,0,2,2316,5457,82,0,3511,745,283,749,0,0,0,0,0,0,0,0,0,0,0,0,8553,0,0,0,35,0,5,0,164,0,0,0,1,0,0,0,0,5661,0,999,0,0
031002080402,4,3,0,0,1,0,0,4,0,0,0,4,2479,3960,1,0,285,74,1760,392,0,0,0,0,0,0,0,0,0,0,0,0,8331,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5702,0,4698,0,0
031002080403,3,2,1,2,2,1,0,2,0,0,0,3,3936,4342,44,0,4496,244,983,1688,0,0,0,0,0,0,0,0,0,0,0,0,9540,0,0,0,280,0,0,0,0,0,0,0,149,0,0,0,0,6026,0,8923,0,0
031002080501,1,0,3,4,4,3,0,0,0,0,0,0,2586,429,107,0,1596,481,192,2867,0,0,0,0,0,0,0,0,0,0,0,0,4476,0,0,0,933,0,0,0,0,0,0,0,406,0,0,0,0,4050,0,5418,0,0
031002080502,2,2,3,4,4,2,2,1,0,0,0,0,3711,560,48,0,1748,505,331,3738,0,0,0,0,0,0,0,0,0,0,0,0,6516,0,0,0,1256,0,0,0,0,0,0,0,1166,0,0,0,0,4747,0,7301,0,0
031002080503,3,3,2,2,3,2,1,3,0,0,0,1,6805,1508,242,0,2246,478,441,1818,0,0,0,0,0,0,0,0,0,0,0,0,8983,0,0,0,3396,0,0,0,0,0,0,0,4099,0,0,0,0,3800,0,7511,0,0
031002080504,0,0,2,3,3,2,0,0,0,0,0,0,2713,2893,52,0,7297,402,125,3370,0,0,0,0,0,0,0,0,0,0,0,0,6023,0,0,0,166,0,0,0,0,0,0,0,86,0,0,0,0,3567,0,6378,0,0
031002080601,0,0,1,2,2,1,0,0,0,0,0,1,2064,1140,23,0,4379,794,84,1337,0,0,0,0,0,0,0,0,0,0,0,0,3335,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2202,0,3759,0,0
031002080602,2,2,2,2,2,1,0,2,0,0,0,3,1464,3823,155,0,4183,122,23,1179,0,0,0,0,0,0,0,0,0,0,0,0,4948,0,0,0,12,0,0,0,0,0,0,0,3,0,0,0,0,1423,0,3251,0,0
031002080603,3,3,1,1,1,1,0,4,0,0,0,4,1492,3560,164,0,181,121,0,229,0,0,0,0,0,0,0,0,0,0,0,0,5144,0,0,0,62,0,0,0,0,0,0,0,16,0,0,0,0,1330,0,3117,0,0
031002080701,0,0,3,3,3,2,0,1,0,0,0,0,1107,4846,393,0,5178,422,340,1578,0,0,0,0,0,0,0,0,0,0,0,0,2951,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1725,0,806,0,0
031002080702,0,0,1,2,3,1,0,0,0,0,0,1,3299,2649,121,0,4285,1190,264,1177,0,0,0,0,0,0,0,0,0,0,0,0,4046,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,2835,0,4237,0,0
031002080703,0,0,3,3,4,2,0,0,0,0,0,0,1430,2730,502,0,4096,256,73,5680,0,0,0,0,0,0,0,0,0,0,0,0,3100,0,0,0,1,0,0,0,0,27,0,0,0,0,2341,0,0,1982,0,3684,0,0
031002080704,0,0,4,4,4,3,0,0,0,0,0,0,1043,524,478,0,2187,298,171,6162,0,0,0,0,0,0,0,0,0,0,0,0,467,0,0,0,1,0,0,0,0,0,0,0,1,0,3005,0,0,1038,0,695,0,0
031002080705,1,0,3,3,4,2,0,0,0,0,0,1,1775,2268,38,0,3568,159,48,2516,0,0,0,0,0,0,0,0,0,0,0,0,4345,0,0,0,31,0,20,0,0,0,0,0,20,0,2316,0,0,1957,0,4676,0,0
031002080706,2,2,2,2,3,2,0,2,0,0,0,3,1416,2670,1289,0,1360,170,11,1170,0,0,0,0,0,0,0,0,0,0,0,0,4573,0,0,0,135,0,39,0,0,0,0,0,23,0,0,0,0,1664,0,3882,0,0
031002080800,0,0,4,4,4,3,1,0,0,0,0,0,7756,470,108,0,14271,1298,907,13873,0,0,0,0,0,0,0,0,0,0,0,0,10016,0,0,0,897,0,1453,0,0,0,568,0,1810,0,3463,0,0,9603,0,14304,0,0
